GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0020300227,549,2544,LeBron James,1610612739,Cleveland Cavaliers,5,2,27,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,-5,1,1,20031129,CLE,MEM
Shot Chart Detail,0020300227,579,2544,LeBron James,1610612739,Cleveland Cavaliers,5,0,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,3,1,1,20031129,CLE,MEM
Shot Chart Detail,0020300227,612,2544,LeBron James,1610612739,Cleveland Cavaliers,6,3,13,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,232,69,1,1,20031129,CLE,MEM
Shot Chart Detail,0020300245,4,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031202,DEN,CLE
Shot Chart Detail,0020300245,41,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,161,186,1,1,20031202,DEN,CLE
Shot Chart Detail,0020300245,298,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,38,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031202,DEN,CLE
Shot Chart Detail,0020300245,396,2544,LeBron James,1610612739,Cleveland Cavaliers,3,0,50,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031202,DEN,CLE
Shot Chart Detail,0020300245,484,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,35,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,15,1,1,20031202,DEN,CLE
Shot Chart Detail,0020300245,529,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,26,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031202,DEN,CLE
Shot Chart Detail,0020300255,26,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,46,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031203,LAC,CLE
Shot Chart Detail,0020300255,225,2544,LeBron James,1610612739,Cleveland Cavaliers,3,11,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031203,LAC,CLE
Shot Chart Detail,0020300273,82,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,58,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,0,1,1,20031206,CLE,ATL
Shot Chart Detail,0020300273,232,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,1,1,20031206,CLE,ATL
Shot Chart Detail,0020300273,255,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,136,156,1,1,20031206,CLE,ATL
Shot Chart Detail,0020300273,434,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,1,20031206,CLE,ATL
Shot Chart Detail,0020300289,24,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,7,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,-1,1,1,20031209,CLE,TOR
Shot Chart Detail,0020300289,69,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,54,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-149,36,1,1,20031209,CLE,TOR
Shot Chart Detail,0020300289,105,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,36,1,1,20031209,CLE,TOR
Shot Chart Detail,0020300289,251,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,181,-19,1,1,20031209,CLE,TOR
Shot Chart Detail,0020300289,301,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,14,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,146,-26,1,1,20031209,CLE,TOR
Shot Chart Detail,0020300289,344,2544,LeBron James,1610612739,Cleveland Cavaliers,3,0,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-200,-11,1,1,20031209,CLE,TOR
Shot Chart Detail,0020300289,460,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,25,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,54,-5,1,1,20031209,CLE,TOR
Shot Chart Detail,0020300306,19,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,-1,1,1,20031211,CLE,DET
Shot Chart Detail,0020300306,62,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,49,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-51,17,1,1,20031211,CLE,DET
Shot Chart Detail,0020300306,220,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,55,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-87,22,1,1,20031211,CLE,DET
Shot Chart Detail,0020300306,233,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,54,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,63,1,1,20031211,CLE,DET
Shot Chart Detail,0020300306,241,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,27,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-18,1,1,20031211,CLE,DET
Shot Chart Detail,0020300306,284,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-107,107,1,1,20031211,CLE,DET
Shot Chart Detail,0020300306,466,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-164,25,1,1,20031211,CLE,DET
Shot Chart Detail,0020300306,468,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,30,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,135,71,1,1,20031211,CLE,DET
Shot Chart Detail,0020300322,26,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-9,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300322,109,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-145,166,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300322,114,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-199,-29,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300322,134,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300322,230,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300322,330,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,3,148,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300322,348,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,57,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,102,-3,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300322,356,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-156,158,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300322,415,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,5,242,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300322,502,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,27,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-3,1,1,20031213,CLE,BOS
Shot Chart Detail,0020300334,8,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,17,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,90,26,1,1,20031215,IND,CLE
Shot Chart Detail,0020300334,17,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,6,Made Shot,Driving Finger Roll Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,26,1,1,20031215,IND,CLE
Shot Chart Detail,0020300334,60,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,58,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,-5,1,1,20031215,IND,CLE
Shot Chart Detail,0020300334,174,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,27,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,20,1,1,20031215,IND,CLE
Shot Chart Detail,0020300334,213,2544,LeBron James,1610612739,Cleveland Cavaliers,3,11,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,197,-18,1,1,20031215,IND,CLE
Shot Chart Detail,0020300334,227,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,30,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,12,1,1,20031215,IND,CLE
Shot Chart Detail,0020300334,234,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-187,-24,1,1,20031215,IND,CLE
Shot Chart Detail,0020300334,249,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,9,Made Shot,Finger Roll Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-3,1,1,20031215,IND,CLE
Shot Chart Detail,0020300334,268,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,34,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,10,1,1,20031215,IND,CLE
Shot Chart Detail,0020300334,397,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-11,1,1,20031215,IND,CLE
Shot Chart Detail,0020300348,12,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,115,59,1,1,20031217,CLE,HOU
Shot Chart Detail,0020300348,97,2544,LeBron James,1610612739,Cleveland Cavaliers,1,1,15,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,-19,1,1,20031217,CLE,HOU
Shot Chart Detail,0020300348,137,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,30,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-172,-21,1,1,20031217,CLE,HOU
Shot Chart Detail,0020300348,231,2544,LeBron James,1610612739,Cleveland Cavaliers,3,11,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-107,217,1,1,20031217,CLE,HOU
Shot Chart Detail,0020300348,396,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-123,128,1,1,20031217,CLE,HOU
Shot Chart Detail,0020300348,420,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,46,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,107,-6,1,1,20031217,CLE,HOU
Shot Chart Detail,0020300348,457,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,9,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,163,219,1,1,20031217,CLE,HOU
Shot Chart Detail,0020300360,5,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-168,148,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,27,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,146,120,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,31,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,73,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-191,164,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,93,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,166,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,176,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,13,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,187,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,8,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,-3,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,232,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,294,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-202,187,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,343,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,166,202,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,352,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,10,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,0,109,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,355,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,27,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,0,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300360,373,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,38,Made Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,49,49,1,1,20031219,PHI,CLE
Shot Chart Detail,0020300374,79,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,57,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,75,23,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,127,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,137,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,25,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,144,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,47,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,64,99,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,188,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,136,84,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,237,2544,LeBron James,1610612739,Cleveland Cavaliers,3,10,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,272,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,46,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,415,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,7,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,426,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-113,132,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,446,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,117,105,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300374,456,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,16,191,1,1,20031220,CHI,CLE
Shot Chart Detail,0020300389,28,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,10,1,1,20031223,CLE,NOH
Shot Chart Detail,0020300389,73,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,58,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,2,1,1,20031223,CLE,NOH
Shot Chart Detail,0020300389,295,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-141,49,1,1,20031223,CLE,NOH
Shot Chart Detail,0020300389,331,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,55,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,84,10,1,1,20031223,CLE,NOH
Shot Chart Detail,0020300389,346,2544,LeBron James,1610612739,Cleveland Cavaliers,3,1,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,133,110,1,1,20031223,CLE,NOH
Shot Chart Detail,0020300389,465,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,37,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-13,1,1,20031223,CLE,NOH
Shot Chart Detail,0020300389,472,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20031223,CLE,NOH
Shot Chart Detail,0020300401,2,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,42,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,89,8,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,4,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,1,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-3,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,37,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,140,128,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,39,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-11,187,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,82,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,25,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,0,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,164,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,35,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,22,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,173,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,28,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,0,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,240,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,40,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,264,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-133,174,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,303,2544,LeBron James,1610612739,Cleveland Cavaliers,3,1,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,322,2544,LeBron James,1610612739,Cleveland Cavaliers,4,11,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-212,33,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,336,2544,LeBron James,1610612739,Cleveland Cavaliers,4,9,29,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-80,2,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300401,367,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,0,204,1,1,20031225,ORL,CLE
Shot Chart Detail,0020300405,20,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,103,31,1,1,20031226,CLE,CHI
Shot Chart Detail,0020300405,150,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-28,5,1,1,20031226,CLE,CHI
Shot Chart Detail,0020300405,243,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,130,22,1,1,20031226,CLE,CHI
Shot Chart Detail,0020300405,276,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,199,153,1,1,20031226,CLE,CHI
Shot Chart Detail,0020300405,301,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,38,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-82,28,1,1,20031226,CLE,CHI
Shot Chart Detail,0020300405,304,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,97,-21,1,1,20031226,CLE,CHI
Shot Chart Detail,0020300405,402,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,33,Made Shot,Finger Roll Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,12,1,1,20031226,CLE,CHI
Shot Chart Detail,0020300424,16,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,4,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-28,8,1,1,20031228,CLE,POR
Shot Chart Detail,0020300424,67,2544,LeBron James,1610612739,Cleveland Cavaliers,1,4,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-171,35,1,1,20031228,CLE,POR
Shot Chart Detail,0020300424,69,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,26,1,1,20031228,CLE,POR
Shot Chart Detail,0020300424,195,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,18,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,3,1,1,20031228,CLE,POR
Shot Chart Detail,0020300424,209,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,44,Made Shot,Finger Roll Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,0,1,1,20031228,CLE,POR
Shot Chart Detail,0020300424,227,2544,LeBron James,1610612739,Cleveland Cavaliers,3,10,57,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,-3,1,1,20031228,CLE,POR
